코드,업체명,제품명,단위,수리일자,약효분류,적응증,축종명칭
100183-A-0096,대주바이오,엔식스 스칼프 펫샴푸,L,2020-03-27,KC20100B131,세척용샴푸,개/강아지/고양이
100183-A-0097,대주바이오,엔식스 실키 펫샴푸,L,2020-03-27,KC20100B131,세척용샴푸,개/강아지/고양이
100349-A-0031,펫헬스케어센터,덴탈오일,L,2020-03-27,KC12001B121,치약,개/고양이
100397-A-0001,우리생활건강,네이처강아지치약,KG,2020-03-27,KC12001O131,치약,개/강아지/고양이
100023-A-0014,한풍산업,비타마인 B플러스,L,2020-03-23,HB12301B121,비타민 B1/B2/B6/B12,돼지/닭
100023-A-0015,한풍산업,비타마인 슈퍼,L,2020-03-23,HB84003B171,비타민 A/D3/E/C,소/염소/돼지/닭/면양/토끼/가금
100023-A-0016,한풍산업,비타마인 멀티,L,2020-03-23,HB84003B161,비타민 A/D3/E/C,소/돼지/닭/토끼/가금/염소/면양
100207-A-0020,아이앤팜,슈퍼페론아연산 플러스,KG,2020-03-23,HD15102A111,펩타이드철,돼지
100222-A-0071,그린코스,코코몰리 더마 크림 미스트,L,2020-03-23,KC90001B131,애완동물용보습제,개/강아지/고양이
100349-A-0030,펫헬스케어센터,닥터테라피 에센스,L,2020-03-23,KC90001B131,애완동물용보습제,강아지/개/고양이
100009-A-0051,진우약품,진우 비타킹-포르테(산),KG,2020-03-20,HB84003A111,비타민 A/D3/E/C,소
100014-A-0041,성원,락토슬림산,KG,2020-03-17,DA29302A151,간균+장내균+클로스트리디움,소/돼지/닭/개/고양이
100359-A-0020,한국애견용품연구소,로띠에 새싹덴탈워터,L,2020-03-17,KC12001B121,치약,개/강아지
100359-A-0021,한국애견용품연구소,독덴탈워터,L,2020-03-17,KC12001B121,치약,개/강아지
200022-A-1246,한국동물약품공업협동조합,퓨라네츄럴스펫 워터리스포밍강아지샴푸,L,2020-03-17,KC20100B122,세척용샴푸,개/강아지
200022-A-1247,한국동물약품공업협동조합,이어 클렌징 세럼,L,2020-03-17,KC60100B132,귀세척제,개/강아지/고양이
200022-A-1248,한국동물약품공업협동조합,오가닉 포우밤,KG,2020-03-17,KC90001L132,애완동물용보습제,개/강아지/고양이
200022-A-1249,한국동물약품공업협동조합,오가닉 핫스팟오일,L,2020-03-17,KC90001B132,애완동물용보습제,개/강아지/고양이
200022-A-1250,한국동물약품공업협동조합,오가닉 힐링밤,KG,2020-03-17,KC90001L132,애완동물용보습제,개/강아지/고양이
200022-A-1251,한국동물약품공업협동조합,퓨라네츄럴스펫 하이포 알러제닉 샴푸,L,2020-03-17,KC20100B132,세척용샴푸,개/강아지/고양이
200022-A-1252,한국동물약품공업협동조합,퓨라네츄럴스펫 하이포 알러제닉 컨디셔너,L,2020-03-17,KC20300B132,린스,강아지/개/고양이
200385-A-0018,인터펫코리아,버츠비 화이트닝 샴푸,L,2020-03-17,KC20100B122,세척용샴푸,개/강아지/고양이
200385-A-0019,인터펫코리아,버츠비 케어플러스 너리싱 샴푸(아보카도&올리브오일),L,2020-03-17,KC20100B122,세척용샴푸,개/강아지/고양이
200385-A-0020,인터펫코리아,버츠비 케어플러스 하이드레이팅 샴푸(코코넛오일),L,2020-03-17,KC20100B122,세척용샴푸,개/강아지/고양이
200385-A-0021,인터펫코리아,버츠비 케어플러스 하이드레이팅 퍼피 샴푸(코코넛오일),L,2020-03-17,KC20100B122,세척용샴푸,개/강아지
100026-A-0009,우진비앤지,탈수머지 수용산,KG,2020-03-10,HZ11001A141,전해질교정약,소/돼지/닭/개
100090-A-0225,서울화장품,페스룸 포우-케어 에센스,L,2020-03-10,KC90001B131,애완동물용보습제,개/강아지/고양이
100090-A-0226,서울화장품,헤이트 더스트 미스트,L,2020-03-10,KC90001B131,애완동물용보습제,개/강아지/고양이
100227-A-0003,엠케이생명과학,엠케이 사카로,KG,2020-03-10,DZ20010A131,효모+미생물배양체,소/젖소/돼지/닭
100390-A-0007,팜웨이리퍼블릭,페스룸 해피-캣 스프레이 (마따따비),L,2020-03-10,KC90001B131,애완동물용보습제,고양이/개/강아지
100390-A-0008,팜웨이리퍼블릭,페스룸 해피-캣 스프레이 (캣닢),L,2020-03-10,KC90001B131,애완동물용보습제,고양이/개/강아지
200251-A-0006,경성네오텍,프로비맥스,KG,2020-03-10,HZ21001A112,전해질교정약,닭
200385-A-0014,인터펫코리아,버츠비 케어플러스 릴리빙 이어린스(카모마일&로즈마리),L,2020-03-10,KC60100B132,귀세척제,개/강아지/고양이
200385-A-0015,인터펫코리아,버츠비 케어플러스 릴리빙 샴푸 (카모마일&로즈마리),L,2020-03-10,KC20100B122,세척용샴푸,개/강아지/고양이
200385-A-0016,인터펫코리아,버츠비 이어 클리닝 솔루션,L,2020-03-10,KC60100B132,귀세척제,개/강아지/고양이
200385-A-0017,인터펫코리아,버츠비 포앤노즈 로션,L,2020-03-10,KC90001B112,애완동물용보습제,강아지
200388-A-0001,선양인터내셔널,하운즈투스 휴고스 블랜드 넘버원 독 샴푸,L,2020-03-10,KC20100B122,세척용샴푸,개/강아지
200388-A-0002,선양인터내셔널,하운즈투스 휴고스 블랜드 넘버원 컨디셔닝 앤 데오도라이져 스프레이,L,2020-03-10,KC90001B122,애완동물용보습제,개/강아지
200388-A-0003,선양인터내셔널,하운즈투스 스텔라스 블랜드 넘버투 독 샴푸,L,2020-03-10,KC20100B122,세척용샴푸,개/강아지
200388-A-0004,선양인터내셔널,하운즈투스 스텔라스 블랜드 넘버투 컨디셔닝 앤 데오도라이져 스프레이,L,2020-03-10,KC90001B122,애완동물용보습제,개/강아지
200388-A-0005,선양인터내셔널,하운즈투스 찰리스 블랜드 넘버쓰리 컨디셔닝 앤 데오도라이져 스프레이,L,2020-03-10,KC90001B122,애완동물용보습제,개/강아지
200388-A-0006,선양인터내셔널,하운즈투스 프랭키 앤 펠릭스 블랜드 넘버파이브 워터레스 샴푸,L,2020-03-10,KC20100B122,세척용샴푸,개/강아지
200388-A-0007,선양인터내셔널,하운즈투스 찰리스 블랜드 넘버쓰리 독 샴푸,L,2020-03-10,KC20100B122,세척용샴푸,개/강아지
200388-A-0008,선양인터내셔널,하운즈투스 햄프 샴푸,L,2020-03-10,KC20100B122,세척용샴푸,개/강아지
200388-A-0009,선양인터내셔널,하운즈투스 코코스 블랜드 넘버포 레스큐 앤 릴리프 스프레이,L,2020-03-10,KC90001B122,애완동물용보습제,개/강아지
100114-A-0303,로쎄앙,페스룸 덴탈-클린 치약,KG,2020-03-05,KC12001B131,치약,개/강아지/고양이
100119-A-0076,피엘코스메틱,베뉴두두 트리팅 샴푸,L,2020-03-05,KC20100B121,세척용샴푸,개/강아지
100119-A-0077,피엘코스메틱,소이 펫 버블,L,2020-03-05,KC20100B121,세척용샴푸,개/강아지
100239-A-0084,동방코스메틱,닥터수 위시 솔루션 린스,L,2020-03-05,KC20300B121,린스,개/강아지
100239-A-0085,동방코스메틱,블랙 씨드 클리너,L,2020-03-05,KC20100B131,세척용샴푸,개/강아지/고양이
100018-A-0094,이화팜텍,유한 락토이스트 캡슐,KG,2020-03-03,DA28104A111,농축복합생균건조분말,말
100183-A-0093,대주바이오,퓨리페어 퓨어라인 애견샴푸 (전견용),L,2020-03-03,KC20100B131,세척용샴푸,개/강아지/고양이
100183-A-0094,대주바이오,독스미어 내추럴 샴푸 (백모견용),L,2020-03-03,KC20100B131,세척용샴푸,개/강아지/고양이
100396-A-0001,라파로페,아토독샴푸,KG,2020-03-03,KC20100B121,세척용샴푸,개/강아지
200385-A-0005,인터펫코리아,버츠비 데오도라이징 스프레이,L,2020-03-03,KC90001B132,애완동물용보습제,개/강아지/고양이
200385-A-0006,인터펫코리아,버츠비 퍼피 투인원 티어리스 샴푸&컨디셔너,L,2020-03-03,KC20100B122,세척용샴푸,강아지/개
200385-A-0007,인터펫코리아,버츠비 데오도라이징 샴푸,L,2020-03-03,KC20100B122,세척용샴푸,강아지/개
200385-A-0008,인터펫코리아,버츠비 워터리스 독 샴푸 스프레이,L,2020-03-03,KC20100B122,세척용샴푸,개/강아지
200385-A-0009,인터펫코리아,버츠비 하이포알러제닉 샴푸,L,2020-03-03,KC20100B122,세척용샴푸,강아지/개
200385-A-0010,인터펫코리아,버츠비 퍼피 티어리스 샴푸,L,2020-03-03,KC20100B122,세척용샴푸,강아지/개
200385-A-0011,인터펫코리아,버츠비 쉐드컨트롤 샴푸,L,2020-03-03,KC20100B122,세척용샴푸,강아지/개/고양이
200385-A-0012,인터펫코리아,버츠비 캣 워터리스 샴푸 스프레이,L,2020-03-03,KC20100B112,세척용샴푸,고양이
200385-A-0013,인터펫코리아,버츠비 캣 하이포알러제닉 샴푸,L,2020-03-03,KC20100B112,세척용샴푸,고양이
100021-A-0027,중앙바이오텍,비해피골드산,KG,2020-02-27,HZ12901A111,기타영양공급약,꿀벌
100125-A-0068,나우코스,펫모로칸 트리트먼트 에센스,L,2020-02-27,KC20300B131,린스,개/강아지/고양이
100126-A-0145,씨앤앤코스메틱,반려도감 순수촉촉미스트,L,2020-02-27,KC90001B131,애완동물용보습제,개/강아지/고양이
100126-A-0146,씨앤앤코스메틱,반려도감 헤어세팅에센스,L,2020-02-27,KC90001B131,애완동물용보습제,강아지/개/고양이
100222-A-0065,그린코스,마라피키 케어밤 무향 버전5,KG,2020-02-27,KC90001G131,애완동물용보습제,개/강아지/고양이
100222-A-0066,그린코스,마라피키 케어밤 오리지널 버전5,KG,2020-02-27,KC90001G131,애완동물용보습제,개/강아지/고양이
100222-A-0067,그린코스,아껴주다 귀세정제,L,2020-02-27,KC60100B131,귀세척제,개/강아지/고양이
100222-A-0068,그린코스,아껴주다 눈물세정제,L,2020-02-27,KC60300B131,눈주위세척제,개/강아지/고양이
100222-A-0069,그린코스,아껴주다 강아지 샴푸,L,2020-02-27,KC20100B121,세척용샴푸,개/강아지
100222-A-0070,그린코스,아껴주다 고양이 샴푸,L,2020-02-27,KC20100B111,세척용샴푸,고양이
100119-A-0075,피엘코스메틱,더 리얼 그린펫 샴푸,L,2020-02-24,KC20100B131,세척용샴푸,개/강아지/고양이
100239-A-0083,동방코스메틱,닥터수 위시 솔루션,L,2020-02-24,KC20100B121,세척용샴푸,강아지/개
100394-A-0001,휴먼바이오,라티폴리-케어,L,2020-02-24,KC20100B13X,세척용샴푸,개/고양이/강아지
200385-A-0001,인터펫코리아,버츠비 오트밀 샴푸,L,2020-02-24,KC20100B122,세척용샴푸,개/강아지
200385-A-0002,인터펫코리아,버츠비 오트밀 컨디셔너,L,2020-02-24,KC20300B122,린스,개/강아지
200385-A-0003,인터펫코리아,버츠비 이치 수딩 샴푸,L,2020-02-24,KC20100B122,세척용샴푸,개/강아지/고양이
200385-A-0004,인터펫코리아,버츠비 이치 수딩 스프레이,L,2020-02-24,KC20100B122,세척용샴푸,개/강아지
100016-A-0062,삼우메디안,이뮤노-고트 산,KG,2020-02-21,DA22103A111,바실러스서브틸리스,염소
100349-A-0029,펫헬스케어센터,꼬멜 허브팩,KG,2020-02-21,KC20100A131,세척용샴푸,개/강아지/고양이
100392-A-0001,케이엔델,페스룸 딥클린 배쓰밤,KG,2020-02-21,KC20100A131,세척용샴푸,개/강아지/고양이
100392-A-0002,케이엔델,페스룸 딥클린 배쓰밤 (카밍),KG,2020-02-21,KC20100A131,세척용샴푸,개/강아지/고양이
100222-A-0064,그린코스,마라피키 케어 미스트 오리지널 버전3,L,2020-02-20,KC90001B131,애완동물용보습제,개/강아지/고양이
100018-A-0091,이화팜텍,유한 후프케어 플러스,KG,2020-02-18,HZ12101K111,비타민공급약,말
100018-A-0092,이화팜텍,유한 메가비타골드,KG,2020-02-18,HZ12101K111,비타민공급약,말
100018-A-0093,이화팜텍,유한 그랜드 머슬,KG,2020-02-18,HZ12101K111,비타민공급약,말
100090-A-0222,서울화장품,심플리독 히위고 워터리스 폼클렌저,L,2020-02-17,KC20100B131,세척용샴푸,개/강아지/고양이
100090-A-0223,서울화장품,하이포닉 프로 딥클랜징 샴푸,L,2020-02-17,KC20100B131,세척용샴푸,개/강아지/고양이
100090-A-0224,서울화장품,하이포닉 프로 볼륨 컨디셔너,L,2020-02-17,KC20300B131,린스,개/강아지/고양이
100114-A-0302,로쎄앙,원더펫 덴탈 투스페이스트,KG,2020-02-17,KC12001A131,치약,개/강아지/고양이
100183-A-0092,대주바이오,독스미어 아웃도어 노벅 미스트,L,2020-02-17,KC90001B131,애완동물용보습제,개/강아지/고양이
100359-A-0019,한국애견용품연구소,오구구 순수 소취제,KG,2020-02-17,KC80003B131,애완동물악취제거제,개/강아지/고양이
200389-A-0001,리케이,트루 칼라 브라이트닝 샴푸,L,2020-02-17,KC20100B132,세척용샴푸,개/강아지/고양이
200389-A-0002,리케이,바븀볼류마이징 샴푸,L,2020-02-17,KC20100B122,세척용샴푸,개/강아지
200389-A-0003,리케이,차콜+케라틴 샴푸,L,2020-02-17,KC20100B122,세척용샴푸,개/강아지
200389-A-0004,리케이,차콜+케라틴 컨디셔너,L,2020-02-17,KC20300B122,린스,개/강아지
100114-A-0300,로쎄앙,냠냠 강아지고양이 치약,KG,2020-02-07,KC12001O131,치약,개/강아지/고양이
100114-A-0301,로쎄앙,포토큐어,L,2020-02-07,KC60100B131,귀세척제,개/강아지/고양이
200131-A-0011,씨티씨바이오,악스트라 파이 20000티피티2과립 (피타아제),KG,2020-02-07,HX10114E122,파이타제,닭/돼지
100119-A-0070,피엘코스메틱,도그스 베이비 파우더 애견 샴푸,L,2020-02-06,KC20100B121,세척용샴푸,개/강아지
100119-A-0071,피엘코스메틱,닥터 블랭크 올인원 애견 샴푸,L,2020-02-06,KC20100B121,세척용샴푸,개/강아지
100119-A-0072,피엘코스메틱,향내음 댕댕이 샴푸,L,2020-02-06,KC20100B121,세척용샴푸,개/강아지
100119-A-0073,피엘코스메틱,파파앤독스 애견 샴푸,L,2020-02-06,KC20100B121,세척용샴푸,강아지/개
100119-A-0074,피엘코스메틱,닥터 몽글 베이비 파우더향 애견 샴푸,L,2020-02-06,KC20100B121,세척용샴푸,개/강아지
200022-A-1244,한국동물약품공업협동조합,스마일리 펫 미네랄 바쓰 하이포알러제닉-멀티비타민,L,2020-02-06,KC20100B132,세척용샴푸,개/강아지/고양이
200022-A-1245,한국동물약품공업협동조합,스마일리 펫 미네랄 머드 바쓰,L,2020-02-06,KC20100B132,세척용샴푸,개/강아지/고양이
100002-A-0031,우성양행,하이큐 펠렛,KG,2020-02-04,HB83001K161,비타민 A/D3/E,소/돼지/닭/말/오리/염소
100090-A-0221,서울화장품,샴푸만은순하게(20가지 한방추출물과 브로콜리수 담은 샴푸),L,2020-02-03,KC20100B131,세척용샴푸,개/강아지/고양이
100222-A-0063,그린코스,아이헤잇케이지 내추럴 아이 리무버,L,2020-02-03,KC60300B131,눈주위세척제,개/강아지/고양이
100239-A-0082,동방코스메틱,피톤치드 클린업 탈취제,L,2020-02-03,KC80003B131,애완동물악취제거제,개/강아지/고양이
200022-A-1241,한국동물약품공업협동조합,보가덴트 덴탈케어 스프레이,L,2020-02-03,KC12001B122,치약,개/강아지
200022-A-1242,한국동물약품공업협동조합,피그 데 라잇 에우 데 토일렛,L,2020-02-03,KC80001B132,애완동물용향수,개/강아지/고양이
200022-A-1243,한국동물약품공업협동조합,프리즈 잇 헤어 스프레이,KG,2020-02-03,KC40200B132,코팅제,개/강아지/고양이
200361-A-0003,씨피인터내셔널,독패션 스파 프루티베리 페이셜,L,2020-02-03,KC20100B132,세척용샴푸,개/강아지/고양이
200361-A-0004,씨피인터내셔널,독패션스파 비앙코 화이트닝 샴푸,L,2020-02-03,KC20100B132,세척용샴푸,개/강아지/고양이
100090-A-0220,서울화장품,샴푸만은순하게(12가지 수분베리와 장미꽃잎수 담은 샴푸),L,2020-01-28,KC20100B131,세척용샴푸,개/강아지/고양이
100114-A-0299,로쎄앙,내개와 보습밤,KG,2020-01-28,KC90001L131,애완동물용보습제,개/강아지/고양이
100222-A-0061,그린코스,아이헤잇케이지 모이스처 멀티 크림,L,2020-01-28,KC90001B131,애완동물용보습제,개/강아지/고양이
100222-A-0062,그린코스,피즈퍼즈 더마 앰플 미스트,L,2020-01-28,KC90001B131,애완동물용보습제,개/강아지/고양이
200022-A-1239,한국동물약품공업협동조합,스마일리 펫 미네랄 머드 마스크,KG,2020-01-28,KC20100B132,세척용샴푸,개/강아지/고양이
